,Exception Name,GeoPy Sub,Carnegie Name,MSI Classification,Research Classification
1552,Indian Institute of Science Education and Research,None,Indian Institute of Science Education and Research,None,F
1553,ICE-CSIC,None,ICE-CSIC,None,F
1554,ICE-CSIC,None,ICE-CSIC,None,F
1555,Bay Area Research Inst.,None,Ames Research Center,None,G
1556,ASI,None,ASI,None,F
1557,ASI,None,ASI,None,F
1558,George Mason,None,George Mason University,None,R1
1559,Washington university at St Louis,None,Washington University in St Louis,None,R1
1560,Birmingham University,None,University of Birmingham,None,F
1561,GSFC  ,None,NASA Goddard Space Flight Center,None,G
1562,GSFC/UMBC,None,NASA Goddard Space Flight Center,None,G
1563,University Of The Virgin Islands,None,University of the Virgin Islands,HBCU,R2 - 20
1564,UNIVERSITY OF WISCONSIN-MADISON ,None,University of Wisconsin-Madison,None,R1
1565,INSTITUTO DE ASTRONOMIA (UNAM) MEXICO,None,National Autonomous University of Mexico,None,F
1566,Florida Inst. of Tech.,None,Florida Institute of Technology,None,R2
1567,CENTRUM FIZYKI TEORETYCZNEJ POLSKIEJ AKADEMII NAUK,None,CENTRUM FIZYKI TEORETYCZNEJ POLSKIEJ AKADEMII NAUK,None,F
1568,CENTRUM FIZYKI TEORETYCZNEJ POLSKIEJ AKADEMII NAUK,None,CENTRUM FIZYKI TEORETYCZNEJ POLSKIEJ AKADEMII NAUK,None,F
1569,SAO ,None,Harvard University,None,R1
1570,University of ALABAMA,None,The University of Alabama,None,R1
1571,UNIVERSITA' DEGLI STUDI DI CAGLIARI,None,UNIVERSITA' DEGLI STUDI DI CAGLIARI,None,F
1572,UNIVERSITA' DEGLI STUDI DI CAGLIARI,None,UNIVERSITA' DEGLI STUDI DI CAGLIARI,None,F
